id,color,size,body_shape,habitat,nest_type,food_source,aggressiveness,life_span(days),queen_egg_rate(per day),queen_presence_per_hive,worker_population,drone_population(% of worker_population),honeycomb_structure,wax_production,honey_production,communication_method,predators,hibernation,migration,species
5028,metallic blue,small,slender,forest,tree,nectar,aggressiveness,17,212,1622,7022,,bulbous,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5029,yellow,large,slender,meadow,cavity,honeydew,aggressiveness,11,277,1429,9610,4.9,papery,FALSE,FALSE,pheromones,frog,FALSE,,wasp
5030,colorful,large,slender,,cavity,sugars,aggressiveness,20,266,1753,3865,,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
5031,brown,small,slender,meadow,solitary,nectar,aggressiveness,,255,1341,8720,,,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5032,metallic blue,small,slender,garden,solitary,sugars,aggressiveness,13,258,1567,9093,5.89,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5033,yellow,large,slender,garden,cavity,honeydew,aggressiveness,22,296,1757,8310,5.7,umbrella,FALSE,FALSE,pheromones,birds,,TRUE,wasp
5034,colorful,large,slender,meadow,cavity,sugars,aggressiveness,19,267,1867,7470,4.13,bulbous,FALSE,FALSE,pheromones,spiders,TRUE,TRUE,wasp
5035,brown,large,slender,forest,solitary,nectar,aggressiveness,18,255,1199,9433,4.93,umbrella,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5036,yellow,large,slender,garden,solitary,honeydew,aggressiveness,18,249,1169,9917,8.61,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5037,golden,small,slender,meadow,solitary,honeydew,aggressiveness,15,200,1528,5806,,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5038,yellow,large,slender,garden,umbrella,nectar,aggressiveness,12,224,1659,7848,5.12,,FALSE,FALSE,pheromones,mantis,TRUE,TRUE,wasp
5039,yellow,medium,slender,forest,umbrella,nectar,aggressiveness,18,278,1117,7369,7.26,bulbous,FALSE,FALSE,pheromones,mantis,TRUE,TRUE,wasp
5040,brown,large,slender,garden,solitary,honeydew,aggressiveness,18,260,1910,3675,6.65,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5041,colorful,small,slender,meadow,cavity,nectar,aggressiveness,14,278,1090,5086,5.08,papery,FALSE,FALSE,pheromones,frog,,TRUE,wasp
5042,yellow,large,slender,meadow,cavity,sugars,aggressiveness,22,256,1863,4713,7.09,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5043,brown,medium,slender,garden,cavity,honeydew,aggressiveness,20,215,1376,8783,,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5044,yellow,small,slender,forest,umbrella,sugars,aggressiveness,23,286,1536,6648,8.93,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5045,bright red,large,slender,garden,tree,sugars,aggressiveness,12,256,1204,3010,8.36,,FALSE,FALSE,pheromones,frog,TRUE,TRUE,wasp
5046,bright red,large,slender,forest,umbrella,honeydew,aggressiveness,15,230,1566,7402,8.78,papery,FALSE,FALSE,pheromones,frog,,TRUE,wasp
5047,brown,medium,slender,garden,cavity,sugars,aggressiveness,19,287,1608,8807,,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5048,yellow,medium,slender,meadow,umbrella,sugars,aggressiveness,16,222,1539,3099,5.51,umbrella,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5049,brown,small,slender,meadow,umbrella,sugars,aggressiveness,15,247,1783,6487,6.26,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5050,bright red,medium,slender,garden,cavity,sugars,aggressiveness,23,206,1488,7850,7.91,umbrella,FALSE,FALSE,pheromones,birds,TRUE,TRUE,wasp
5051,bright red,large,slender,garden,tree,nectar,aggressiveness,23,248,1581,6904,4.29,umbrella,FALSE,FALSE,pheromones,etc,,TRUE,wasp
5052,bright red,small,slender,garden,umbrella,nectar,aggressiveness,17,294,1291,3242,8.42,bulbous,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5053,bright red,small,slender,forest,umbrella,honeydew,aggressiveness,18,297,1058,3091,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5054,yellow,small,slender,meadow,tree,honeydew,aggressiveness,14,231,1093,4335,,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5055,colorful,large,slender,meadow,umbrella,nectar,aggressiveness,13,283,1645,6698,5.8,umbrella,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5056,yellow,medium,slender,meadow,tree,honeydew,aggressiveness,14,224,1508,3434,8.74,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5057,golden,small,slender,garden,solitary,nectar,aggressiveness,,224,1667,3113,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5058,metallic blue,large,slender,garden,umbrella,sugars,aggressiveness,19,269,1980,7214,6.64,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5059,golden,medium,slender,garden,tree,nectar,aggressiveness,18,224,1789,6689,6.26,umbrella,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5060,yellow,small,slender,garden,tree,nectar,aggressiveness,21,205,907,9937,,umbrella,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5061,yellow,medium,slender,meadow,cavity,nectar,aggressiveness,14,289,971,9157,6.2,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5062,bright red,small,slender,meadow,tree,honeydew,aggressiveness,19,264,1649,6268,,papery,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
5063,brown,large,slender,forest,cavity,sugars,aggressiveness,13,294,1025,3306,5.56,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
5064,colorful,small,slender,garden,tree,nectar,aggressiveness,22,269,1421,4519,7.86,papery,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
5065,bright red,small,slender,meadow,umbrella,sugars,aggressiveness,21,297,1312,3619,4.06,,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5066,metallic blue,large,slender,garden,cavity,sugars,aggressiveness,16,269,1233,7373,8.64,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5067,yellow,medium,slender,meadow,tree,sugars,aggressiveness,13,271,1817,7181,,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5068,golden,small,slender,garden,tree,sugars,aggressiveness,14,245,1294,5904,,papery,FALSE,FALSE,pheromones,mantis,TRUE,TRUE,wasp
5069,colorful,large,slender,forest,cavity,sugars,aggressiveness,19,248,910,5986,7.01,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5070,yellow,medium,slender,meadow,tree,sugars,aggressiveness,12,213,1357,9988,6.48,papery,FALSE,FALSE,pheromones,birds,TRUE,TRUE,wasp
5071,brown,large,slender,meadow,cavity,honeydew,aggressiveness,14,268,1279,8980,5.75,,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5072,brown,medium,slender,garden,cavity,sugars,aggressiveness,12,268,949,8492,6.32,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5073,golden,large,slender,garden,cavity,nectar,aggressiveness,17,266,1724,6277,7.56,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5074,metallic blue,medium,slender,forest,tree,honeydew,aggressiveness,13,299,1658,4062,4.83,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5075,colorful,large,slender,forest,cavity,honeydew,aggressiveness,16,291,1620,9133,7.96,bulbous,FALSE,FALSE,pheromones,spiders,TRUE,TRUE,wasp
5076,yellow,small,slender,meadow,tree,sugars,aggressiveness,22,253,989,9530,,umbrella,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5077,yellow,small,slender,meadow,tree,sugars,aggressiveness,16,195,1114,4803,5.23,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5078,yellow,small,slender,,tree,honeydew,aggressiveness,23,282,910,6302,5.49,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5079,brown,small,slender,meadow,solitary,sugars,aggressiveness,18,245,934,7188,6.98,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5080,brown,small,slender,meadow,solitary,honeydew,aggressiveness,19,253,1972,9324,4.55,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5081,brown,small,slender,garden,cavity,nectar,aggressiveness,20,299,1886,5041,4.69,papery,FALSE,FALSE,pheromones,mantis,TRUE,TRUE,wasp
5082,brown,small,slender,meadow,solitary,honeydew,aggressiveness,18,297,1183,3491,5.24,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5083,yellow,small,slender,garden,umbrella,sugars,aggressiveness,14,191,974,6146,7.6,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5084,bright red,large,slender,garden,cavity,honeydew,aggressiveness,,195,1111,9760,6.56,bulbous,FALSE,FALSE,pheromones,birds,TRUE,FALSE,wasp
5085,metallic blue,large,slender,garden,cavity,nectar,aggressiveness,23,282,1853,8567,8.67,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5086,yellow,large,slender,garden,cavity,honeydew,aggressiveness,22,250,1158,6996,8.14,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5087,yellow,small,slender,garden,umbrella,honeydew,aggressiveness,12,248,1039,5362,4.17,,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5088,golden,medium,slender,meadow,umbrella,sugars,aggressiveness,17,215,1673,7805,5.68,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5089,brown,large,slender,forest,umbrella,honeydew,aggressiveness,16,195,1480,6738,4.21,umbrella,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5090,bright red,medium,slender,forest,tree,sugars,aggressiveness,11,273,1682,3606,,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5091,brown,small,slender,meadow,tree,sugars,aggressiveness,17,242,1328,9619,4.89,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5092,metallic blue,large,slender,meadow,umbrella,sugars,aggressiveness,17,259,2000,3540,4.79,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5093,bright red,small,slender,meadow,solitary,honeydew,aggressiveness,19,206,1861,6514,8.94,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5094,yellow,medium,slender,meadow,solitary,honeydew,aggressiveness,23,300,1272,4789,4.65,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5095,brown,large,slender,garden,umbrella,nectar,aggressiveness,22,259,1540,5557,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5096,metallic blue,small,slender,,umbrella,honeydew,aggressiveness,12,212,945,4540,,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5097,yellow,small,slender,meadow,solitary,honeydew,aggressiveness,13,297,1755,9320,,umbrella,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5098,golden,large,slender,garden,umbrella,honeydew,aggressiveness,11,222,927,6061,6.34,umbrella,FALSE,FALSE,pheromones,etc,FALSE,,wasp
5099,brown,large,slender,meadow,tree,nectar,aggressiveness,23,264,1960,8493,4.31,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5100,yellow,large,slender,garden,cavity,nectar,aggressiveness,17,194,1633,6710,7.59,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5101,metallic blue,medium,slender,garden,solitary,honeydew,aggressiveness,18,193,1427,9729,5.68,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5102,metallic blue,large,slender,meadow,cavity,sugars,aggressiveness,17,290,1021,6900,,bulbous,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5103,golden,small,slender,meadow,umbrella,sugars,aggressiveness,18,239,1275,6591,,papery,FALSE,FALSE,pheromones,mantis,,TRUE,wasp
5104,metallic blue,large,slender,meadow,solitary,honeydew,aggressiveness,20,277,1074,8171,,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5105,colorful,large,slender,garden,tree,nectar,aggressiveness,15,257,1583,9087,4.54,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5106,yellow,medium,slender,meadow,umbrella,honeydew,aggressiveness,20,242,1174,4367,8.67,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5107,brown,small,slender,garden,solitary,nectar,aggressiveness,15,207,963,3588,7.69,,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5108,brown,large,slender,garden,cavity,sugars,aggressiveness,17,287,1950,5607,6.39,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5109,metallic blue,medium,slender,garden,tree,honeydew,aggressiveness,14,278,1247,7809,7.72,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5110,metallic blue,medium,slender,meadow,cavity,nectar,aggressiveness,11,283,1429,5080,,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5111,colorful,large,slender,garden,umbrella,nectar,aggressiveness,20,204,1226,7481,8.5,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5112,yellow,large,slender,meadow,tree,honeydew,aggressiveness,18,192,1742,6613,8.19,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5113,brown,medium,slender,meadow,solitary,sugars,aggressiveness,16,288,1998,3443,7.12,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5114,metallic blue,medium,slender,garden,umbrella,nectar,aggressiveness,16,193,1181,8120,6.01,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5115,yellow,small,slender,forest,tree,nectar,aggressiveness,15,242,1356,5971,5.36,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5116,yellow,medium,slender,forest,solitary,nectar,aggressiveness,12,268,1780,6782,8.3,umbrella,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5117,golden,medium,slender,meadow,solitary,honeydew,aggressiveness,12,200,1175,7480,7.7,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5118,bright red,medium,slender,garden,solitary,sugars,aggressiveness,20,246,1875,6982,5.85,,FALSE,FALSE,pheromones,birds,FALSE,,wasp
5119,colorful,medium,slender,garden,tree,nectar,aggressiveness,12,215,1951,8761,5.78,,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5120,metallic blue,medium,slender,meadow,tree,nectar,aggressiveness,22,299,1145,3437,4.39,papery,FALSE,FALSE,pheromones,etc,TRUE,TRUE,wasp
5121,brown,small,slender,garden,tree,sugars,aggressiveness,17,287,1898,8821,5.78,umbrella,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5122,yellow,medium,slender,meadow,umbrella,nectar,aggressiveness,22,242,1616,5013,5.36,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5123,yellow,small,slender,garden,tree,sugars,aggressiveness,19,207,1997,4953,,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
5124,brown,medium,slender,meadow,umbrella,nectar,aggressiveness,17,203,1964,9524,7.75,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5125,metallic blue,small,slender,forest,cavity,sugars,aggressiveness,21,195,1325,9530,,,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5126,bright red,large,slender,meadow,tree,nectar,aggressiveness,23,206,1587,7408,,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5127,brown,large,slender,forest,solitary,sugars,aggressiveness,21,239,1398,5003,6.57,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5128,yellow,medium,slender,forest,cavity,honeydew,aggressiveness,20,201,1284,6546,6.24,bulbous,FALSE,FALSE,pheromones,spiders,TRUE,FALSE,wasp
5129,colorful,medium,slender,garden,cavity,nectar,aggressiveness,15,281,1545,3503,8,,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5130,yellow,small,slender,garden,tree,honeydew,aggressiveness,17,219,1200,6583,7.44,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5131,colorful,small,slender,forest,cavity,nectar,aggressiveness,21,223,1566,9179,8.64,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5132,yellow,small,slender,forest,tree,honeydew,aggressiveness,11,193,1433,7666,8.66,umbrella,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5133,bright red,small,slender,garden,tree,sugars,aggressiveness,16,219,1161,3410,7.75,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5134,golden,large,slender,forest,tree,nectar,aggressiveness,21,260,1740,3882,5.22,papery,FALSE,FALSE,pheromones,etc,,TRUE,wasp
5135,golden,large,slender,garden,solitary,nectar,aggressiveness,21,296,1596,9046,7.73,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5136,yellow,small,slender,forest,cavity,nectar,aggressiveness,19,218,1707,6226,7.79,,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5137,yellow,large,slender,garden,solitary,sugars,aggressiveness,22,255,1483,6064,6.74,,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5138,yellow,large,slender,garden,tree,nectar,aggressiveness,19,204,1008,3920,6.17,,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5139,brown,small,slender,forest,solitary,nectar,aggressiveness,16,190,1028,6318,8.76,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5140,colorful,small,slender,meadow,cavity,honeydew,aggressiveness,15,215,1087,4763,8.4,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5141,metallic blue,small,slender,meadow,solitary,honeydew,aggressiveness,15,197,1091,9880,6.82,umbrella,FALSE,FALSE,pheromones,etc,TRUE,TRUE,wasp
5142,bright red,small,slender,garden,solitary,sugars,aggressiveness,19,259,1713,6362,7.12,bulbous,FALSE,FALSE,pheromones,birds,TRUE,FALSE,wasp
5143,brown,large,slender,meadow,umbrella,sugars,aggressiveness,16,218,1487,5281,5.27,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5144,yellow,small,slender,meadow,tree,nectar,aggressiveness,21,226,1624,6973,6.25,papery,FALSE,FALSE,pheromones,birds,,FALSE,wasp
5145,yellow,large,slender,meadow,tree,nectar,aggressiveness,21,247,1179,4795,5.05,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5146,bright red,small,slender,,umbrella,nectar,aggressiveness,20,294,1605,8137,7.72,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5147,yellow,small,slender,forest,cavity,honeydew,aggressiveness,12,224,916,4102,,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5148,metallic blue,large,slender,garden,umbrella,honeydew,aggressiveness,12,282,1253,8838,,,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
5149,brown,medium,slender,meadow,umbrella,honeydew,aggressiveness,13,196,1913,8419,7.12,,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5150,metallic blue,medium,slender,meadow,tree,honeydew,aggressiveness,12,254,1649,6510,5.19,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5151,yellow,small,slender,meadow,tree,honeydew,aggressiveness,14,238,1048,3952,6.68,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5152,metallic blue,large,slender,meadow,umbrella,honeydew,aggressiveness,22,297,1465,6884,7.51,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5153,metallic blue,small,slender,,solitary,honeydew,aggressiveness,22,257,953,8593,6.42,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5154,brown,small,slender,meadow,solitary,sugars,aggressiveness,13,193,1295,5707,,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5155,yellow,small,slender,meadow,umbrella,sugars,aggressiveness,19,262,1149,3741,4.67,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5156,brown,small,slender,forest,umbrella,sugars,aggressiveness,16,277,1091,9144,8.09,papery,FALSE,FALSE,pheromones,etc,FALSE,,wasp
5157,metallic blue,medium,slender,garden,tree,nectar,aggressiveness,22,241,1128,9603,5.37,,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5158,metallic blue,medium,slender,meadow,tree,nectar,aggressiveness,13,229,1378,8231,7.68,papery,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
5159,brown,small,slender,garden,tree,sugars,aggressiveness,14,279,1450,4553,4.04,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5160,brown,medium,slender,garden,cavity,honeydew,aggressiveness,23,244,1442,7998,,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5161,yellow,medium,slender,meadow,solitary,sugars,aggressiveness,16,218,1284,5810,7.95,papery,FALSE,FALSE,pheromones,etc,FALSE,,wasp
5162,brown,large,slender,garden,umbrella,nectar,aggressiveness,21,279,1852,4016,4.26,bulbous,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
5163,metallic blue,small,slender,meadow,solitary,nectar,aggressiveness,22,196,1926,5216,4.63,umbrella,FALSE,FALSE,pheromones,mantis,,FALSE,wasp
5164,brown,small,slender,meadow,tree,nectar,aggressiveness,20,286,1371,8646,6.91,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5165,bright red,small,slender,meadow,solitary,sugars,aggressiveness,15,257,1783,8846,6.43,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5166,metallic blue,medium,slender,,umbrella,honeydew,aggressiveness,16,238,1183,8806,7.9,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5167,metallic blue,medium,slender,meadow,umbrella,honeydew,aggressiveness,20,217,1256,3391,7.84,bulbous,FALSE,FALSE,pheromones,birds,,FALSE,wasp
5168,brown,large,slender,forest,solitary,nectar,aggressiveness,14,282,918,4659,5.09,papery,FALSE,FALSE,pheromones,spiders,,TRUE,wasp
5169,metallic blue,large,slender,forest,tree,nectar,aggressiveness,15,298,1195,6993,6.77,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5170,brown,medium,slender,garden,solitary,sugars,aggressiveness,20,247,1147,3263,6.46,bulbous,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5171,yellow,medium,slender,garden,tree,honeydew,aggressiveness,13,262,1633,3501,4.72,umbrella,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5172,colorful,medium,slender,forest,solitary,sugars,aggressiveness,19,262,1728,6958,5.54,papery,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
5173,yellow,large,slender,garden,solitary,sugars,aggressiveness,,260,1183,9367,,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5174,golden,medium,slender,meadow,solitary,nectar,aggressiveness,22,278,1050,4332,8.29,papery,FALSE,FALSE,pheromones,birds,FALSE,,wasp
5175,golden,small,slender,garden,tree,sugars,aggressiveness,17,296,1870,9661,5.7,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5176,yellow,large,slender,meadow,umbrella,nectar,aggressiveness,15,273,1708,3779,8.23,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
5177,brown,large,slender,garden,umbrella,sugars,aggressiveness,16,245,920,8219,5.45,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5178,brown,large,slender,garden,cavity,nectar,aggressiveness,18,214,1926,6068,4.56,umbrella,FALSE,FALSE,pheromones,birds,FALSE,,wasp
5179,colorful,large,slender,meadow,cavity,,aggressiveness,18,269,1643,4934,5.75,papery,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
5180,yellow,small,slender,forest,solitary,nectar,aggressiveness,15,231,1667,3489,6.21,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5181,yellow,small,slender,,umbrella,sugars,aggressiveness,22,213,1619,5562,7.02,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5182,golden,medium,slender,meadow,cavity,honeydew,aggressiveness,23,223,1917,5137,7.49,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5183,metallic blue,large,slender,garden,umbrella,nectar,aggressiveness,15,219,1604,8824,4.34,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5184,bright red,small,slender,forest,solitary,sugars,aggressiveness,13,258,1516,5711,6.76,bulbous,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
5185,bright red,small,slender,meadow,tree,honeydew,aggressiveness,,254,1934,3662,6.5,papery,FALSE,FALSE,pheromones,etc,FALSE,,wasp
5186,yellow,small,slender,meadow,tree,nectar,aggressiveness,15,234,1096,6254,7.23,bulbous,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
